topic,link,domain,published_date,title,lang
ENTERTAINMENT,https://www.soompi.com/article/1416656wpp/park-na-rae-reveals-why-she-used-to-be-jealous-of-longtime-bff-jang-do-yeon,soompi.com,2020-08-02 23:48:45,park na rae reveal use jealou longtim bff jang yeon,en
ENTERTAINMENT,https://heraldplanet.com/weekly-horoscope-for-the-week-of-august-10-2020/,heraldplanet.com,2020-08-09 23:17:45,weekli horoscop week august 10 2020,en
ENTERTAINMENT,https://yen.com.gh/167087-akwaboah-confesses-crushings-yvone-okorovideo.html,yen.com.gh,2020-08-17 12:20:00,akwaboah confess crush yvonn okoro video,en
ENTERTAINMENT,https://www.goldderby.com/article/2020/annie-murphy-schitts-creek-pop-video-interview-transcript/,goldderby.com,2020-08-08 21:00:00,anni murphi schitt creek origin alexi manner complet interview transcript,en
ENTERTAINMENT,https://wheels.ph/this-opm-hits-rendition-was-made-using-a-nissan-x-trail/,wheels.ph,2020-08-12 11:03:00,opm hit rendit made use nissan philstar wheel,en
ENTERTAINMENT,https://www.cnet.com/news/new-avatar-2-photos-reveal-gigantic-set/,cnet.com,2020-08-12 23:43:00,new avatar 2 photo reveal gigant set,en
ENTERTAINMENT,https://indianexpress.com/photos/entertainment-gallery/happy-birthday-kishore-kumar-unseen-photos-6538649/,indianexpress.com,2020-08-04 09:10:29,kishor kumar pictori tribut legendari artist 91st birth anniversari,en
ENTERTAINMENT,https://cnalifestyle.channelnewsasia.com/trending/bollywood-actor-sanjay-dutt-diagnosed-with-cancer-13014446,cnalifestyle.channelnewsasia.com,2020-08-13 01:09:23,bollywood star sanjay dutt diagnos lung cancer report indian media,en
ENTERTAINMENT,https://www.ghgossip.com/bbnaija-throwback-to-when-nengi-was-contested-for-miss-bayelsa-in-2017-photos/,ghgossip.com,2020-08-08 21:14:00,bbnaija throwback nengi contest miss bayelsa 2017 photo,en
ENTERTAINMENT,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/7-years-of-chennai-express-deepika-padukones-fan-shower-love-for-meenamma/articleshow/77433707.cms,timesofindia.indiatimes.com,2020-08-08 13:22:00,7 year chennai express deepika padukon fan shower love meenamma,en
ENTERTAINMENT,https://deadline.com/2020/08/selena-gomez-star-steve-martin-martin-short-hulu-comedy-series-only-murders-in-the-building-1203007008/,deadline.com,2020-08-07 17:00:00,selena gomez star steve martin martin short hulu comedi seri murder build,en
ENTERTAINMENT,https://www.ghgossip.com/kuami-eugene-claims-he-has-four-cars-but-two-at-his-mom-possession/,ghgossip.com,2020-08-14 19:55:00,kuami eugen claim four car say given mom two,en
ENTERTAINMENT,https://www.tvnz.co.nz/one-news/entertainment/new-45-million-film-studio-launch-in-upper-hutt-help-local-family-v1,tvnz.co.nz,2020-08-11 06:48:56,new 45 million film studio launch upper hutt help local famili,en
ENTERTAINMENT,https://pagesix.com/2020/08/13/drake-bell-denies-ex-girlfriend-melissa-lingafelts-abuse-claims/,pagesix.com,2020-08-13 13:27:00,drake bell deni melissa lingafelt abus claim,en
ENTERTAINMENT,https://pagesix.com/2020/08/05/jay-zs-roc-nation-to-open-long-island-university-affiliated-school-in-brooklyn/,pagesix.com,2020-08-06 02:01:00,roc nation open long island school brooklyn,en
ENTERTAINMENT,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/kartik-aaryan-to-be-paid-rs-10-crore-for-the-hindi-remake-of-allu-arjuns-ala-vaikunthapurramuloo/articleshow/77387794.cms,timesofindia.indiatimes.com,2020-08-06 06:47:00,kartik aaryan paid rs 10 crore hindi remak allu arjun vaikunthapurramuloo,en
ENTERTAINMENT,https://www.manchestereveningnews.co.uk/news/tv/gmbs-dr-amir-khans-urgent-18711579,manchestereveningnews.co.uk,2020-08-04 11:28:00,gmb dr amir khan urgent request public ahead disast coronaviru measur,en
ENTERTAINMENT,https://pagesix.com/2020/08/06/alicia-keys-to-create-new-lifestyle-beauty-brand-with-elf-cosmetics/,pagesix.com,2020-08-06 20:25:00,alicia key creat new lifestyl beauti brand elf cosmet,en
ENTERTAINMENT,https://www.pinkvilla.com/entertainment/news/these-photos-sushant-singh-rajputs-diary-are-proof-actor-had-detailed-plans-2020-view-pics-556163,pinkvilla.com,2020-08-12 18:45:00,photo sushant singh rajput diari proof actor detail plan 2020 view pic,en
ENTERTAINMENT,https://tbivision.com/2020/08/05/deals-round-up-oz-emergency-series-in-global-sales-sky-returns-true-crime-doc-for-second-season-trio-of-armoza-formats-travel-to-south-africa/,tbivision.com,2020-08-05 11:15:43,deal oz seri global sale sky return true crime doc second season trio armoza format travel south africa,en
ENTERTAINMENT,https://www.washingtonpost.com/entertainment/tv/what-to-watch-on-monday-amy-schumer-learns-to-cook-on-food-network/2020/08/14/c4af7552-de49-11ea-809e-b8be57ba616e_story.html,washingtonpost.com,2020-08-17 05:00:00,watch monday ami schumer learn cook food network,en
ENTERTAINMENT,https://www.radiotimes.com/news/tv/2020-08-04/small-axe-release-date-cast-trailer-bbc/,radiotimes.com,2020-08-04 10:01:00,small axe air date john boyega star new bbc drama,en
ENTERTAINMENT,https://www.indiatoday.in/movies/celebrities,indiatoday.in,2020-08-14 08:50:29,ankita lokhand urg peopl join global prayer sushant singh rajput see new post,en
ENTERTAINMENT,https://www.flickeringmyth.com/2020/08/bryan-cranston-legal-thriller-your-honor-gets-a-first-trailer/,flickeringmyth.com,2020-08-07 02:00:38,bryan cranston legal thriller honor get first trailer,en
ENTERTAINMENT,https://www.realhomes.com/news/monty-dons-created-a-rockery-in-containers-heres-how-to-copy-it,realhomes.com,2020-08-02 11:00:00,monti creat rockeri contain copi,en
ENTERTAINMENT,https://www.ghgossip.com/fans-react-heavily-to-fireboy-dmls-new-single-wickedest-wyne/,ghgossip.com,2020-08-07 19:02:00,fan react heavili fireboy dml new wickedest wyne,en
ENTERTAINMENT,https://www.heraldsun.com.au/subscribe/news/1/?sourceCode=HSWEB_WRE170_a&dest=https%3A%2F%2Fwww.heraldsun.com.au%2Fentertainment%2Fcovid19-survivor-bryan-cranstons-shoutout-to-melbourne-to-mask-up-and-do-the-right-thing%2Fnews-story%2Ffcb62422fd6d518d81a941638582f9c4&memtype=anonymous&mode=premium&nk=c76413e0b013486390f0d7185a55183f-1597727512,heraldsun.com.au,2020-08-18 02:54:00,survivor bryan cranston melbourn mask right thing,en
ENTERTAINMENT,https://www.nme.com/news/music/glass-animals-hint-at-collaborative-expansion-pack-for-dreamland-2730352,nme.com,2020-08-17 16:22:00,glass anim hint collabor expans pack dreamland,en
ENTERTAINMENT,https://www.cheatsheet.com/entertainment/the-umbrella-academy-season-2-sparrow-academy-green-cube.html/,cheatsheet.com,2020-08-11 15:54:17,umbrella academi deal green cube,en
ENTERTAINMENT,https://www.news.com.au/entertainment/celebrity-life/jason-momoa-restores-1965-mustang-as-gift-for-wife-lisa-bonet/news-story/824ae57fb99e8e0e60ad4577c3974b73,news.com.au,2020-08-07 11:25:22,jason momoa restor 1965 mustang gift wife lisa bonet,en
ENTERTAINMENT,https://www.theguardian.com/artanddesign/2020/aug/07/3d-reconstruction-raphael-buried-at-the-pantheon-rome,theguardian.com,2020-08-07 10:43:00,3d reconstruct raphael face prove buri pantheon,en
ENTERTAINMENT,https://www.digitalspy.com/soaps/neighbours/a33500334/neighbours-spoilers-levi-sheila-david-aaron-brent/,digitalspy.com,2020-08-04 06:01:00,neighbour spoiler august 10 14,en
ENTERTAINMENT,https://www.thenews.com.pk/latest/697857-harvey-weinstein-slapped-with-another-sexual-assault-lawsuit,thenews.com.pk,2020-08-08 06:04:00,harvey weinstein slap anoth sexual assault lawsuit,en
ENTERTAINMENT,https://music.mxdwn.com/2020/08/12/news/future-islands-announces-new-album-as-long-as-you-are-for-october-2020-release-and-shares-new-song-thrill/,music.mxdwn.com,2020-08-12 20:53:21,futur island announc new album long octob 2020 releas share new song thrill,en
ENTERTAINMENT,https://www.nme.com/news/music/mtv-video-music-awards-change-venues-reportedly-due-to-coronavirus-safety-concerns-2723833,nme.com,2020-08-08 07:37:00,mtv video music award reportedli chang venu coronaviru safeti concern,en
ENTERTAINMENT,https://www.dailymail.co.uk/tvshowbiz/article-8602837/Bindi-Irwin-receives-digital-print-family-posing-late-father-Steve.html,dailymail.co.uk,2020-08-07 03:21:12,bindi irwin receiv digit print famili pose late father steve,en
ENTERTAINMENT,https://www.legit.ng/1356579-actress-genevieve-nnaji-appointed-ambassador-toronto-film-festival-2020.html,legit.ng,2020-08-14 15:46:23,actress geneviev nnaji appoint ambassador toronto film festiv 2020,en
ENTERTAINMENT,https://www.nme.com/news/music/motley-crues-nikki-sixx-thinks-hes-the-most-underrated-bassist-ever-2728480,nme.com,2020-08-15 17:31:00,mötley crüe nikki sixx think underr bassist ever,en
ENTERTAINMENT,https://www.ghgossip.com/i-go-talk-i-go-talk-bride-to-be-runs-away-from-wedding-while-screaming/,ghgossip.com,2020-08-11 18:15:00,go talk go talk bride run away wed scream,en
ENTERTAINMENT,https://7news.com.au/lifestyle/real-estate/the-veronicas-sunshine-coast-home-up-for-sale-ahead-of-new-album-release-c-1239521,7news.com.au,2020-08-14 02:04:55,veronica sunshin coast home sale ahead new album releas,en
ENTERTAINMENT,https://www.tatler.com/gallery/highgrove-house-anniversary,tatler.com,2020-08-06 08:52:34,princ charl celebr 40 year highgrov month,en
ENTERTAINMENT,https://www.mirror.co.uk/3am/celebrity-news/emma-bunton-celebrates-becoming-mum-22499255,mirror.co.uk,2020-08-10 16:47:00,emma bunton ca believ mum teenag son beau ring 13th birthday,en
ENTERTAINMENT,https://www.townandcountrymag.com/society/tradition/a33520387/meghan-markle-privacy-lawsuit-friends-names-ruling/,townandcountrymag.com,2020-08-05 11:41:00,meghan markl win legal battl keep friend name privat time,en
ENTERTAINMENT,https://www.ghgossip.com/check-out-shatta-wales-reaction-after-seeing-this-efia-odo-photo/,ghgossip.com,2020-08-13 09:06:00,check shatta wale reaction see efia odo photo,en
ENTERTAINMENT,https://www.ghgossip.com/burna-boy-or-wizkid-nigerians-decide-who-can-win-nigeria-a-grammy/,ghgossip.com,2020-08-14 10:21:00,burna boy wizkid nigerian decid win nigeria grammi,en
ENTERTAINMENT,https://etcanada.com/news/677250/busy-philipps-7-year-old-daughter-cricket-inspires-her-to-post-bikini-pic/,etcanada.com,2020-08-07 16:03:13,busi philipp daughter cricket inspir post bikini pic,en
ENTERTAINMENT,http://www.justjared.com/2020/08/02/zac-efron-is-planning-to-move-out-of-the-united-states-to-this-country-report/,justjared.com,2020-08-02 08:39:00,zac efron plan move unit state report,en
ENTERTAINMENT,https://www.cbsnews.com/news/bindi-irwin-pregnant-first-child-husband-chandler-powell/,cbsnews.com,2020-08-11 15:36:00,bindi irwin pregnant first child new husband chandler powel,en
ENTERTAINMENT,https://www.dailymail.co.uk/femail/article-8596955/The-Queen-leads-wishers-Princess-Beatrice-turns-32.html,dailymail.co.uk,2020-08-08 09:59:44,queen lead princess beatric turn 32,en
ENTERTAINMENT,https://www.dailymail.co.uk/tvshowbiz/article-8631939/The-Bachelors-Locky-Gilbert-reveals-gruelling-fitness-routine.html,dailymail.co.uk,2020-08-16 03:19:44,bachelor locki gilbert reveal gruell fit routin,en
ENTERTAINMENT,https://www.news24.com/channel/the-juice/news/sa-born-dancer-nqobile-on-touring-with-drake-and-stealing-davidos-heart-in-if-music-video-20200805-3,news24.com,2020-08-05 04:22:59,dancer nqobilé tour drake steal davido heart music video,en
ENTERTAINMENT,https://www.radiotimes.com/news/soaps/emmerdale/2020-08-11/emmerdales-leyla-stalker-reaction/,radiotimes.com,2020-08-11 16:55:00,emmerdal leyla surpris tormentor touch gestur,en
ENTERTAINMENT,https://www.indiaglitz.com/actress-lakshmi-priyaa-chandramouli-related-to-kamala-harris-american-vice-presidential-candidate-tamil-news-267398,indiaglitz.com,2020-08-13 07:53:29,tamil actress relat kamala harri usa vice presidenti candid tamil news,en
ENTERTAINMENT,https://www.mirror.co.uk/3am/celebrity-news/smith-gets-teeth-knocked-out-22495819,mirror.co.uk,2020-08-10 09:11:00,smith get teeth knock jason derulo golf game goe wrong,en
ENTERTAINMENT,https://www.businessinsider.com/the-rock-is-highest-paid-actor-netflix-deal-forbes-2020-8,businessinsider.com,2020-08-12 14:17:55,rock top actor list help netflix forb,en
ENTERTAINMENT,https://www.realityblurred.com/realitytv/2020/08/bb22-houseguests-julie-chen-interview/,realityblurred.com,2020-08-04 23:40:00,bb22 houseguest test posit juli chen said interview,en
ENTERTAINMENT,https://urbanislandz.com/2020/08/08/popcaan-female-car-thief-stole-nissan-album-party/,urbanislandz.com,2020-08-09 01:05:00,popcaan plead femal car thief return stolen nissan album releas parti,en
ENTERTAINMENT,https://ca.news.yahoo.com/fresh-prince-of-bel-air-reboot-planned-182239809.html,ca.news.yahoo.com,2020-08-11 18:22:00,princ reboot work one big differ,en
ENTERTAINMENT,https://www.dailymail.co.uk/tvshowbiz/article-8611173/Coronation-Street-release-snaps-new-Todd-Grimshaw-three-years-Bruno-Langley-axed.html,dailymail.co.uk,2020-08-10 09:08:48,coron street releas first snap new todd grimshaw three year bruno langley axe,en
ENTERTAINMENT,https://www.tellychakkar.com/movie/movie-news/rhea-chakraborty-s-call-records-reveal-she-called-aditya-roy-kapur-multiple-times,tellychakkar.com,2020-08-08 17:01:00,rhea chakraborti call record reveal call aditya roy kapur multipl time one year,en
ENTERTAINMENT,https://www.bollywoodlife.com/news-gossip/sadak-2-alia-bhatt-shares-a-passionate-kiss-with-aditya-roy-kapur-in-tum-se-hi-song-view-pic-1670665/,bollywoodlife.com,2020-08-14 07:56:56,sadak 2 alia bhatt share passion kiss aditya roy kapur tum se hi song view pic,en
ENTERTAINMENT,https://www.radiotimes.com/news/on-demand/2020-08-17/tiger-king-season-2-carole-baskin/,radiotimes.com,2020-08-17 08:38:00,tiger king return season 2 could carol baskin sit one,en
ENTERTAINMENT,https://www.cheatsheet.com/entertainment/90-day-fiance-tania-maduro-and-syngin-colchester-hang-with-babygirl-lisa-fans-call-tania-hypocrite.html/,cheatsheet.com,2020-08-09 04:12:29,day fiancé tania maduro syngin colchest hang babygirl lisa fan call tania hypocrit,en
ENTERTAINMENT,https://www.express.co.uk/celebrity-news/1318379/paul-mccartney-john-lennon-yoko-ono-How-Do-You-Sleep-songs-lyrics-news-latest-update,express.co.uk,2020-08-04 08:34:11,paul mccartney break silenc john lennon moment thing pretti hurt,en
ENTERTAINMENT,https://www.yourtango.com/2020336004/daily-love-horoscope-august-8-2020-astrology-zodiac-signs,yourtango.com,2020-08-07 19:06:57,daili love horoscop august 8 2020,en
ENTERTAINMENT,https://www.gmanetwork.com/entertainment/showbiznews/news/67273/sharon-cuneta-sends-message-of-condolences-to-gabby-concepcion-and-family/story,gmanetwork.com,2020-08-11 03:05:54,sharon cuneta send messag condol gabbi concepcion famili,en
ENTERTAINMENT,https://www.ghgossip.com/remas-corny-hit-over-10-million-streams-on-spotify/,ghgossip.com,2020-08-13 13:37:00,rema corni hit 10 million stream spotifi,en
ENTERTAINMENT,https://www.comingsoon.net/tv/trailers/1144501-the-boys-season-2-clip-hughie-and-butcher-are-at-odds,comingsoon.net,2020-08-06 20:00:46,boy season 2 clip hughi butcher odd,en
ENTERTAINMENT,https://www.myjoyonline.com/entertainment/music/john-legend-and-chrissy-teigen-expecting-third-child/,myjoyonline.com,2020-08-14 12:44:20,john legend chrissi teigen expect third child,en
ENTERTAINMENT,https://metro.co.uk/2020/08/16/selling-sunsets-christine-quinn-says-brett-has-left-oppenheim-group-start-brokerage-13136691/,metro.co.uk,2020-08-16 16:54:00,sell sunset christin quinn say brett left oppenheim group,en
ENTERTAINMENT,https://thedisinsider.com/2020/08/12/new-artwork-for-the-new-mutants-debuts/,thedisinsider.com,2020-08-12 18:56:00,new artwork new mutant debut,en
ENTERTAINMENT,https://metro.co.uk/2020/08/17/coronation-street-spoilers-todd-grimshaw-reported-police-amid-death-shock-13099509/,metro.co.uk,2020-08-17 22:58:00,coron street spoiler todd report polic amid death shock,en
ENTERTAINMENT,https://whatculture.com/gaming/10-video-game-characters-loosely-based-on-wrestlers,whatculture.com,2020-08-16 09:32:03,10 video game charact loos base wrestler,en
ENTERTAINMENT,https://www.ghgossip.com/the-moment-i-heard-the-beat-i-just-knew-what-i-had-to-do-fireboy-dml-explains-how-he-made-his-song-tattoo/,ghgossip.com,2020-08-13 10:46:00,moment heard beat knew fireboy dml explain made song tattoo,en
ENTERTAINMENT,https://www.pedestrian.tv/film-tv/the-simpsons-sad-moments-football-to-the-groin/,pedestrian.tv,2020-08-03 06:37:45,simpson moment make feel like heart cop footbal groin,en
ENTERTAINMENT,https://www.vrfocus.com/2020/08/beat-saber-launches-linkin-park-music-pack-dlc/,vrfocus.com,2020-08-17 14:03:00,beat saber launch linkin park music pack dlc,en
ENTERTAINMENT,https://www.dailymail.co.uk/tvshowbiz/article-8595655/Katie-Price-reunites-son-Harvey-breaking-feet-freak-accident-holiday-Turkey.html,dailymail.co.uk,2020-08-05 11:04:24,kati price reunit son harvey break feet freak accid holiday turkey,en
ENTERTAINMENT,https://www.comingsoon.net/movies/news/1144081-teenage-mutant-ninja-turtles-seth-rogen,comingsoon.net,2020-08-04 15:38:13,seth rogen say teenag mutant ninja turtl differ,en
ENTERTAINMENT,https://www.irishtimes.com/culture/film/dirty-dancing-sequel-announced-33-years-after-original-1.4324738,irishtimes.com,2020-08-07 15:05:34,dirti danc sequel announc 33 year origin,en
ENTERTAINMENT,https://www.cinemablend.com/news/2552060/thor-the-dark-world-why-fans-have-issues-with-the-marvel-movie,cinemablend.com,2020-08-11 12:00:00,thor dark world fan issu marvel movi,en
ENTERTAINMENT,https://www.cnbc.com/2020/08/06/ellen-pompeo-stayed-on-greys-anatomy-in-order-to-make-money.html,cnbc.com,2020-08-06 16:01:00,anatomi star ellen pompeo explain chose money instead pursu divers career,en
ENTERTAINMENT,https://www.dailymail.co.uk/tvshowbiz/article-8630329/Nadia-Sawalha-breaks-silence-Coleen-Nolans-manager-branded-total-witch.html,dailymail.co.uk,2020-08-15 09:40:08,nadia sawalha break silenc coleen nolan manag brand witch,en
ENTERTAINMENT,http://www.daijiworld.com/news/newsDisplay.aspx?newsID=741202,daijiworld.com,2020-08-15 11:14:51,shilpa shetti daughter happi half birthday,en
ENTERTAINMENT,https://www.heraldsun.com.au/subscribe/news/1/?sourceCode=HSWEB_WRE170_a&dest=https%3A%2F%2Fwww.heraldsun.com.au%2Fentertainment%2Ffiona-byrne%2Fcelebrity-chef-colin-fassnidge-coy-on-mkr-return%2Fnews-story%2Fb39685c67ece9e6dbb6b40aa5a02f5a7&memtype=anonymous&mode=premium&nk=050bd7f5f8d32a37be874cd705f83392-1597504315,heraldsun.com.au,2020-08-15 07:00:00,celebr chef colin fassnidg coy mkr return,en
ENTERTAINMENT,https://www.news24.com/channel/tv/reviews/watchmen-20200812-4,news24.com,2020-08-13 02:48:25,watchmen channel,en
ENTERTAINMENT,https://www.news24.com/channel/movies/news/new-drive-in-launches-in-durban-20200807-2,news24.com,2020-08-07 12:02:02,new launch durban,en
ENTERTAINMENT,https://www.dailymail.co.uk/tvshowbiz/article-8599655/Coronation-Streets-Colson-Smith-looks-unrecognisable-shares-adorable-throwback-snap.html,dailymail.co.uk,2020-08-06 10:47:26,coron street colson smith look almost unrecognis share ador throwback snap,en
ENTERTAINMENT,https://www.pinkvilla.com/entertainment/news/nora-fatehi-stuns-her-new-avtaar-t-series-single-female-version-pachtaoge-555603,pinkvilla.com,2020-08-10 10:36:59,nora fatehi stun new avtaar seri singl femal version pachtaog,en
ENTERTAINMENT,https://www.express.co.uk/celebrity-news/1322698/Piers-Morgan-Twitter-Instagram-holiday-France-quarantine-rules-GMB-pictures-news-latest,express.co.uk,2020-08-14 06:35:00,pier morgan cut holiday short rush home avoid rule chang dodger,en
ENTERTAINMENT,https://www.geo.tv/latest/302316-kelly-clarkson-fills-in-for-simon-cowell-on-americas-got-talent-while-he-recovers,geo.tv,2020-08-11 13:03:48,kelli clarkson fill simon cowel america got talent recov,en
ENTERTAINMENT,https://www.castanet.net/news/Entertainment/307187/More-Ellen-allegations,castanet.net,2020-08-06 14:25:00,ellen alleg entertain news,en
ENTERTAINMENT,https://www.gamespot.com/articles/tenet-actors-and-producer-including-robert-pattins/1100-6480727/,gamespot.com,2020-08-10 01:38:00,tenet actor staff includ robert pattinson talk difficult film make,en
ENTERTAINMENT,https://mumbrella.com.au/kerri-anne-kennerley-natarsha-belling-and-tim-bailey-all-axed-as-ten-cuts-across-the-network-638306,mumbrella.com.au,2020-08-11 04:14:22,kennerley natarsha bell tim bailey axe ten cut across network,en
ENTERTAINMENT,https://www.comingsoon.net/movies/news/1144288-wonder-woman-1984-products-revealed-by-warner-bros,comingsoon.net,2020-08-06 00:19:41,wonder woman 1984 product reveal warner bro,en
ENTERTAINMENT,https://adage.com/article/digital/how-instagram-made-reels-stick-it-tiktok-and-ad-age-small-agency-winners-announced-thursday-wake/2272546,adage.com,2020-08-06 09:58:27,instagram made reel stick tiktok ad age small agenc winner announc thursday call,en
ENTERTAINMENT,https://bleedingcool.com/tv/rick-and-morty-5-characters-who-need-their-own-spinoff-squanch/,bleedingcool.com,2020-08-15 14:25:00,rick morti 5 charact need spinoff squanch,en
ENTERTAINMENT,https://www.theverge.com/2020/8/3/21352836/square-enix-avengers-playstation-ps4-ps5-exclusive-spider-man-character,theverge.com,2020-08-03 19:07:19,squar enix aveng game get charact suck,en
ENTERTAINMENT,https://www.mirror.co.uk/3am/celebrity-news/brad-pitt-slams-ex-angelina-22523761,mirror.co.uk,2020-08-14 18:01:00,brad pitt slam ex angelina joli tactic amid bitter custodi battl,en
ENTERTAINMENT,https://www.allkpop.com/article/2020/08/photos-of-zico-at-the-military-training-ground-revealed,allkpop.com,2020-08-03 17:33:00,photo zico militari train ground reveal,en
ENTERTAINMENT,https://pagesix.com/2020/08/10/faith-hill-debuts-new-pink-hair-to-match-daughter-gracie-mcgraws/,pagesix.com,2020-08-10 19:18:00,faith hill debut new pink hair match daughter graci mcgraw,en
ENTERTAINMENT,https://www.esportstalk.com/news/faze-kicks-off-cinematic-universe-with-film-starring-rug/,esportstalk.com,2020-08-13 19:20:38,faze rug star first faze clan cinemat univers movi,en
ENTERTAINMENT,https://www.gizmodo.com.au/2020/08/days-before-star-trek-lower-decks-premiere-theres-merely-hope-for-international-release/,gizmodo.com.au,2020-08-03 21:42:00,day star trek lower deck premier mere hope intern releas,en
ENTERTAINMENT,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/hrithik-roshan-to-be-seen-next-in-an-upcoming-comedy-before-krrish-4-read-deets-inside/articleshow/77386836.cms,timesofindia.indiatimes.com,2020-08-06 05:50:00,hrithik roshan seen next upcom comedi krrish 4 read deet insid,en
ENTERTAINMENT,https://variety.com/2020/tv/news/black-ish-episode-please-baby-please-released-hulu-shelved-abc-1234730838/,variety.com,2020-08-10 20:07:00,episod pleas babi pleas releas hulu shelv abc,en
ENTERTAINMENT,https://www.cbsnews.com/video/worlds-last-blockbuster-store-is-holding-a-90s-themed-slumber-party/,cbsnews.com,2020-08-12 18:34:54,world last blockbust store hold slumber parti,en
ENTERTAINMENT,https://www.pulselive.co.ke/entertainment/nothing-can-come-in-between-us-cebbie-sets-record-straight-on-relationship-with/w637tc6,pulselive.co.ke,2020-08-14 13:32:19,noth come us cebbi set record straight relationship akothe,en
ENTERTAINMENT,https://www.express.co.uk/showbiz/tv-radio/1317771/strictly-come-dancing-2020-dan-walker-bbc-breakfast-win-celebrity-line-up-latest-news,express.co.uk,2020-08-02 23:01:00,strictli come danc 2020 bbc breakfast host dan walker tip show,en
ENTERTAINMENT,https://www.cosmopolitan.com/entertainment/tv/a33497679/julie-laplaca-tayshia-adams-new-bachelorette-theory/,cosmopolitan.com,2020-08-03 12:07:00,produc juli laplaca insta comment fan convinc tayshia adam new bachelorett,en
ENTERTAINMENT,https://manilastandard.net/index.php/showbitz/music-concerts/330872/kygo-and-turner-s-what-s-love-got-to-do-with-it-remake-out-now.html,manilastandard.net,2020-08-08 04:18:00,kygo turner unveil love got remak,en
ENTERTAINMENT,https://www.newidea.com.au/queen-elizabeth-meghan-markle-los-angeles-meeting,newidea.com.au,2020-08-16 20:43:05,queen land la shock showdown meghan,en
ENTERTAINMENT,https://www.express.co.uk/celebrity-news/1320672/Kevin-clifton-strictly-come-dancing-rejection-stacey-dooley-partner-instagram-podcast-new,express.co.uk,2020-08-09 16:43:00,kevin clifton address strictli come danc boss reject clean act bit,en
ENTERTAINMENT,https://news.amomama.com/221862-beyonces-black-is-king-is-a-visual-feast.html,news.amomama.com,2020-08-09 20:30:00,beyoncé king visual feast celebr black ancestri,en
ENTERTAINMENT,https://www.ghgossip.com/god-will-judge-you-kate-henshaw-reacts-after-being-accused-of-taking-money-to-promote-covid-19/,ghgossip.com,2020-08-17 07:04:00,god judg kate henshaw blast fan accus take money promot,en
ENTERTAINMENT,https://www.cheatsheet.com/entertainment/prince-harry-meghan-markle-most-beautiful-woman.html/,cheatsheet.com,2020-08-05 03:00:11,princ harri though meghan markl beauti woman ever seen book reveal,en
ENTERTAINMENT,https://www.pushsquare.com/news/2020/08/ps5_spin-off_marvels_spider-man_miles_morales_is_a_complete_story,pushsquare.com,2020-08-13 19:15:00,ps5 marvel mile moral stori,en
ENTERTAINMENT,https://www.tvnz.co.nz/one-news/entertainment/actress-portia-rossi-breaks-silence-following-partner-ellen-degeneres-talk-show-controversy,tvnz.co.nz,2020-08-04 03:20:07,actress portia de rossi break silenc follow partner ellen degener talk show controversi,en
ENTERTAINMENT,https://www.somethinghaute.com/ishqiya-finale-is-the-ending-worth-the-wait/,somethinghaute.com,2020-08-11 10:35:10,ishqiya final end worth wait,en
ENTERTAINMENT,https://www.business-standard.com/article/beyond-business/apple-tv-plus-orders-harriet-the-spy-series-with-beanie-feldstein-in-lead-120081300601_1.html,business-standard.com,2020-08-13 07:24:00,appl tv plu order harriet spi seri beani feldstein lead,en
ENTERTAINMENT,https://decider.com/2020/08/03/rogue-warfare-the-hunt-on-netflix-stream-it-or-skip-it/,decider.com,2020-08-03 22:30:00,stream skip warfar hunt netflix gritti militari flick,en
ENTERTAINMENT,https://www.ndtv.com/entertainment/hang-in-there-shweta-bachchan-nandas-message-for-coronavirus-positive-brother-abhishek-bachchan-2274370,ndtv.com,2020-08-05 04:32:49,hang shweta bachchan nanda messag brother abhishek bachchan,en
ENTERTAINMENT,https://www.news.com.au/entertainment/celebrity-life/royals/meghan-markle-birthday-royals-post-tributes-as-duchess-of-sussex-turns-39/news-story/a3d0e3da6cd4a4bdc5269c92a0318dfa,news.com.au,2020-08-04 10:39:16,meghan markl birthday royal post tribut duchess sussex turn 39,en
ENTERTAINMENT,https://www.nytimes.com/aponline/2020/08/17/us/ap-us-virus-outbreak-sharon-stone.html,nytimes.com,2020-08-17 21:03:00,actress sharon stone critic test montana,en
ENTERTAINMENT,https://www.ghgossip.com/bbnaija-eric-is-flirting-with-wathoni-after-lilo-tolanibaj-tells-vee/,ghgossip.com,2020-08-07 11:18:00,bbnaija eric flirt wathoni lilo tolanibaj tell vee,en
ENTERTAINMENT,https://theblast.com/c/khloe-kardashian-trolled-says-tristan-thompson-relationship-nobodys-business,theblast.com,2020-08-13 15:37:26,khloe kardashian troll say reconcili tristan thompson nobodi busi,en
ENTERTAINMENT,https://www.forbes.com/sites/carlieporterfield/2020/08/12/tiktok-comedian-sarah-cooper-known-for-parodying-trump-scores-netflix-show/,forbes.com,2020-08-12 20:58:00,tiktok comedian sarah parodi netflix show,en
ENTERTAINMENT,https://www.express.co.uk/celebrity-news/1324000/Victoria-Derbyshire-husband-children-who-is-Mark-Sandell-Victoria-Derbyshire-interview,express.co.uk,2020-08-17 19:34:06,victoria derbyshir husband mark sandel children,en
